CIDADE_INI,CIDADE_FIM,N_AUTOS,EMPRESA,DESCRICAO,CARACTERISTICA
GENERAL SALGADO,RIBEIRÃO PRETO,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GENERAL SALGADO,RIO CLARO,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GENERAL SALGADO,RIO CLARO,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GENERAL SALGADO,SANTO ANTÔNIO DO ARACANGUÁ,8838A,EXPRESSO ITAMARATI S/A,ARACATUBA - JALES,Rodoviária Convencional
GENERAL SALGADO,SÃO CARLOS,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GENERAL SALGADO,SÃO CARLOS,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GENERAL SALGADO,SÃO JOSÉ DO RIO PRETO,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GENERAL SALGADO,SÃO JOSÉ DO RIO PRETO,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GENERAL SALGADO,SÃO PAULO,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GENERAL SALGADO,SÃO PAULO,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GENERAL SALGADO,SUD MENNUCCI,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GENERAL SALGADO,SUD MENNUCCI,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GETULINA,GUAIMBÊ,7390A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - ASSIS,Semiurbana
GETULINA,GUARANTÃ,8439A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - GUAIMBE,Rodoviária Convencional
GETULINA,HERCULÂNDIA,6552A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - TUPA,Rodoviária Convencional
GETULINA,LINS,6552A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - TUPA,Rodoviária Convencional
GETULINA,LINS,7390A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - ASSIS,Semiurbana
GETULINA,LINS,8977A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - GETULINA(MACUCOS),Semiurbana
GETULINA,LINS,6268A,RAPIDO LINENSE LTDA,LINS - GETULINA,Semiurbana
GETULINA,MARÍLIA,7390A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - ASSIS,Semiurbana
GETULINA,QUEIROZ,6552A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - TUPA,Rodoviária Convencional
GETULINA,SÃO PAULO,8439A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - GUAIMBE,Rodoviária Convencional
GETULINA,TUPÃ,6552A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - TUPA,Rodoviária Convencional
GLICÉRIO,LINS,8384A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,LINS - ARACATUBA,Semiurbana
GLICÉRIO,PENÁPOLIS,8384A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,LINS - ARACATUBA,Semiurbana
GLICÉRIO,PENÁPOLIS,8385A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,PENAPOLIS - ARACATUBA,Semiurbana
GLICÉRIO,PROMISSÃO,8384A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,LINS - ARACATUBA,Semiurbana
GUAIÇARA,JACI,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIÇARA,JOSÉ BONIFÁCIO,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIÇARA,LINS,8691A,RAPIDO LINENSE LTDA,LINS - GUAICARA,Semiurbana
GUAIÇARA,PIRAJUÍ,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIÇARA,PROMISSÃO,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIÇARA,SÃO JOSÉ DO RIO PRETO,6352A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIMBÊ,GUARANTÃ,8439A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - GUAIMBE,Rodoviária Convencional
GUAIMBÊ,JOSÉ BONIFÁCIO,7066A,GUERINO SEISCENTO TRANSPORTES S/A,OURINHOS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIMBÊ,LINS,7066A,GUERINO SEISCENTO TRANSPORTES S/A,OURINHOS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIMBÊ,LINS,7390A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - ASSIS,Semiurbana
GUAIMBÊ,MARÍLIA,7066A,GUERINO SEISCENTO TRANSPORTES S/A,OURINHOS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIMBÊ,MARÍLIA,7390A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - ASSIS,Semiurbana
GUAIMBÊ,OURINHOS,7066A,GUERINO SEISCENTO TRANSPORTES S/A,OURINHOS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIMBÊ,PROMISSÃO,7066A,GUERINO SEISCENTO TRANSPORTES S/A,OURINHOS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIMBÊ,SÃO JOSÉ DO RIO PRETO,7066A,GUERINO SEISCENTO TRANSPORTES S/A,OURINHOS - SAO JOSE DO RIO PRETO,Rodoviária Convencional
GUAIMBÊ,SÃO PAULO,8439A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - GUAIMBE,Rodoviária Convencional
GUAÍRA,IPUÃ,6737A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - GUAIRA,Semiurbana
GUAÍRA,JABOTICABAL,7461A,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviária Convencional
GUAÍRA,JABOTICABAL,7461E,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviário Executivo
GUAÍRA,JUNDIAÍ,7461A,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviária Convencional
GUAÍRA,JUNDIAÍ,7461E,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviário Executivo
GUAÍRA,LIMEIRA,7461A,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviária Convencional
GUAÍRA,LIMEIRA,7461E,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviário Executivo
GUAÍRA,MATÃO,7461A,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviária Convencional
GUAÍRA,MATÃO,7461E,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviário Executivo
GUAÍRA,MIGUELÓPOLIS,8615A,VIAÇÃO SÃO BENTO LTDA,GUAIRA - BARRETOS,Semiurbana
GUAÍRA,RIO CLARO,7461A,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviária Convencional
GUAÍRA,RIO CLARO,7461E,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviário Executivo
GUAÍRA,SÃO CARLOS,7461A,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviária Convencional
GUAÍRA,SÃO CARLOS,7461E,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviário Executivo
GUAÍRA,SÃO JOAQUIM DA BARRA,6737A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - GUAIRA,Semiurbana
GUAÍRA,SÃO PAULO,7461A,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviária Convencional
GUAÍRA,SÃO PAULO,7461E,VIAÇÃO DANUBIO AZUL LTDA,SÃO PAULO (T.TIÊTE) - GUAIRA,Rodoviário Executivo
GUAPIAÇU,OLÍMPIA,6832A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - BARRETOS,Semiurbana
GUAPIAÇU,SÃO JOSÉ DO RIO PRETO,6832A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - BARRETOS,Semiurbana
GUAPIAÇU,SÃO JOSÉ DO RIO PRETO,8142A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - GUAPIACU,Semiurbana
GUAPIAÇU,SÃO JOSÉ DO RIO PRETO,8142B,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - GUAPIACU,Semiurbana
GUAPIARA,ITAPETININGA,6240A,EXPRESSO AMARELINHO LTDA,CAPAO BONITO - ITAPETININGA,Rodoviária Convencional
GUAPIARA,ITAPETININGA,4078A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - APIAI,Rodoviária Convencional
GUAPIARA,ITAPETININGA,8199A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SOROCABA - APIAI,Rodoviária Convencional
GUAPIARA,ITAPETININGA,8935A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - APIAI,Rodoviária Convencional
GUAPIARA,ITAPEVA,6847A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,GUAPIARA - ITAPEVA,Rodoviária Convencional
GUAPIARA,RIBEIRA,4078A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - APIAI,Rodoviária Convencional
GUAPIARA,RIBEIRÃO BRANCO,6847A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,GUAPIARA - ITAPEVA,Rodoviária Convencional
GUAPIARA,SÃO MIGUEL ARCANJO,6240A,EXPRESSO AMARELINHO LTDA,CAPAO BONITO - ITAPETININGA,Rodoviária Convencional
GUAPIARA,SÃO PAULO,4078A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - APIAI,Rodoviária Convencional
GUAPIARA,SÃO PAULO,8935A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - APIAI,Rodoviária Convencional
GUAPIARA,SOROCABA,6240A,EXPRESSO AMARELINHO LTDA,CAPAO BONITO - ITAPETININGA,Rodoviária Convencional
GUAPIARA,SOROCABA,4078A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - APIAI,Rodoviária Convencional
GUAPIARA,SOROCABA,8199A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SOROCABA - APIAI,Rodoviária Convencional
GUAPIARA,SOROCABA,8935A,TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA,SÃO PAULO(BARRA FUNDA) - APIAI,Rodoviária Convencional
GUARÁ,IGARAPAVA,6989A,VIAÇÃO SÃO BENTO LTDA,RIBEIRAO PRETO - IGARAPAVA,Rodoviária Convencional
GUARÁ,IGARAPAVA,9197A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - IGARAPAVA,Semiurbana
GUARÁ,ITUVERAVA,7301A,CRISTALENSE TRANSPORTES E TURISMO LTDA,FRANCA - ITUVERAVA,Semiurbana
GUARÁ,ITUVERAVA,6989A,VIAÇÃO SÃO BENTO LTDA,RIBEIRAO PRETO - IGARAPAVA,Rodoviária Convencional
GUARÁ,ITUVERAVA,7327A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - BURITIZAL,Semiurbana
GUARÁ,ITUVERAVA,9197A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - IGARAPAVA,Semiurbana
GUARÁ,ITUVERAVA,9198A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - ITUVERAVA,Semiurbana
GUARÁ,ORLÂNDIA,6989A,VIAÇÃO SÃO BENTO LTDA,RIBEIRAO PRETO - IGARAPAVA,Rodoviária Convencional
GUARÁ,RIBEIRÃO PRETO,6989A,VIAÇÃO SÃO BENTO LTDA,RIBEIRAO PRETO - IGARAPAVA,Rodoviária Convencional
GUARÁ,SÃO JOAQUIM DA BARRA,6989A,VIAÇÃO SÃO BENTO LTDA,RIBEIRAO PRETO - IGARAPAVA,Rodoviária Convencional
GUARÁ,SÃO JOAQUIM DA BARRA,7327A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - BURITIZAL,Semiurbana
GUARÁ,SÃO JOAQUIM DA BARRA,9197A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - IGARAPAVA,Semiurbana
GUARÁ,SÃO JOAQUIM DA BARRA,9198A,VIAÇÃO SÃO BENTO LTDA,SAO JOAQUIM DA BARRA - ITUVERAVA,Semiurbana
GUARÁ,SÃO JOSÉ DA BELA VISTA,7301A,CRISTALENSE TRANSPORTES E TURISMO LTDA,FRANCA - ITUVERAVA,Semiurbana
GUARÁ,SÃO PAULO,6251A,REAL EXPRESSO LTDA,SÃO PAULO (T.TIÊTE) - IGARAPAVA,Rodoviária Convencional
GUARAÇAÍ,GUARARAPES,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARAÇAÍ,ILHA SOLTEIRA,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARAÇAÍ,LAVÍNIA,6585A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,MIRANDOPOLIS - ANDRADINA,Semiurbana
GUARAÇAÍ,MIRANDÓPOLIS,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARAÇAÍ,MIRANDÓPOLIS,6585A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,MIRANDOPOLIS - ANDRADINA,Semiurbana
GUARAÇAÍ,MURUTINGA DO SUL,6585A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,MIRANDOPOLIS - ANDRADINA,Semiurbana
GUARAÇAÍ,VALPARAÍSO,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARAÇAÍ,VALPARAÍSO,6585A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,MIRANDOPOLIS - ANDRADINA,Semiurbana
GUARACI,OLÍMPIA,0117A,EXPRESSO ITAMARATI S/A,OLIMPIA - GUARACI,Semiurbana
GUARANTÃ,IACRI,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,ITAJOBI,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,ITAJOBI,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,ITÁPOLIS,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,JABOTICABAL,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,JÚLIO MESQUITA,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,JÚLIO MESQUITA,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,JÚLIO MESQUITA,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,JÚLIO MESQUITA,5949A,VIAÇÃO LUWASA LTDA,PONGAI - JULIO MESQUITA,Semiurbana
GUARANTÃ,LINS,8382A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,BAURU - LINS,Semiurbana
GUARANTÃ,LINS,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,LINS,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,MARÍLIA,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,MARÍLIA,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,MARÍLIA,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,MARTINÓPOLIS,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,NOVO HORIZONTE,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,NOVO HORIZONTE,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,ORIENTE,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,PARAPUÃ,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,PIRAJUÍ,8382A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,BAURU - LINS,Semiurbana
GUARANTÃ,PIRAJUÍ,5949A,VIAÇÃO LUWASA LTDA,PONGAI - JULIO MESQUITA,Semiurbana
GUARANTÃ,POMPÉIA,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,PONGAÍ,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,PONGAÍ,5916A,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,PONGAÍ,5916B,VIAÇÃO LUWASA LTDA,MARILIA - CATANDUVA,Rodoviária Convencional
GUARANTÃ,PONGAÍ,5949A,VIAÇÃO LUWASA LTDA,PONGAI - JULIO MESQUITA,Semiurbana
GUARANTÃ,PRESIDENTE ALVES,8382A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,BAURU - LINS,Semiurbana
GUARANTÃ,PRESIDENTE PRUDENTE,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,QUINTANA,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,RIBEIRÃO PRETO,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,SÃO PAULO,8439A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - GUAIMBE,Rodoviária Convencional
GUARANTÃ,SERTÃOZINHO,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,TAQUARITINGA,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,TUPÃ,6206A,EXPRESSO ADAMANTINA LTDA,MARILIA - RIBEIRAO PRETO,Rodoviária Convencional
GUARANTÃ,URU,5949A,VIAÇÃO LUWASA LTDA,PONGAI - JULIO MESQUITA,Semiurbana
GUARARAPES,ILHA SOLTEIRA,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,ILHA SOLTEIRA,6899A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,ILHA SOLTEIRA,6962A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,JUNQUEIRÓPOLIS,4364A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - DRACENA,Rodoviária Convencional
GUARARAPES,LAVÍNIA,4364A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - DRACENA,Rodoviária Convencional
GUARARAPES,LAVÍNIA,6962A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,LAVÍNIA,8824A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - MIRANDOPOLIS,Semiurbana
GUARARAPES,LINS,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,MIRANDÓPOLIS,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,MIRANDÓPOLIS,6899A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,MIRANDÓPOLIS,6899L,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ANDRADINA,Rodoviário Leito
GUARARAPES,MIRANDÓPOLIS,4364A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - DRACENA,Rodoviária Convencional
GUARARAPES,MIRANDÓPOLIS,6962A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,MIRANDÓPOLIS,8824A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - MIRANDOPOLIS,Semiurbana
GUARARAPES,OSVALDO CRUZ,6919A,GUERINO SEISCENTO TRANSPORTES S/A,ARACATUBA - RANCHARIA,Rodoviária Convencional
GUARARAPES,PACAEMBU,4364A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - DRACENA,Rodoviária Convencional
GUARARAPES,PENÁPOLIS,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,PEREIRA BARRETO,6962A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,PIRAJUÍ,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,RANCHARIA,6919A,GUERINO SEISCENTO TRANSPORTES S/A,ARACATUBA - RANCHARIA,Rodoviária Convencional
GUARARAPES,RUBIÁCEA,6919A,GUERINO SEISCENTO TRANSPORTES S/A,ARACATUBA - RANCHARIA,Rodoviária Convencional
GUARARAPES,RUBIÁCEA,4364A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - DRACENA,Rodoviária Convencional
GUARARAPES,SALMOURÃO,6919A,GUERINO SEISCENTO TRANSPORTES S/A,ARACATUBA - RANCHARIA,Rodoviária Convencional
GUARARAPES,SÃO PAULO,6899A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,SÃO PAULO,6899L,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ANDRADINA,Rodoviário Leito
GUARARAPES,SÃO PAULO,8044A,VIAÇÃO PIRACICABANA S/A,SÃO PAULO(BARRA FUNDA) - ANDRADINA,Rodoviária Convencional
GUARARAPES,SÃO PAULO,8044E,VIAÇÃO PIRACICABANA S/A,SÃO PAULO(BARRA FUNDA) - ANDRADINA,Rodoviário Executivo
GUARARAPES,VALPARAÍSO,6584A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,BAURU - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,VALPARAÍSO,6899A,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,VALPARAÍSO,6899L,EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA,SÃO PAULO(BARRA FUNDA) - ANDRADINA,Rodoviário Leito
GUARARAPES,VALPARAÍSO,4364A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - DRACENA,Rodoviária Convencional
GUARARAPES,VALPARAÍSO,6962A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - ILHA SOLTEIRA,Rodoviária Convencional
GUARARAPES,VALPARAÍSO,7047A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ADAMANTINA - ARACATUBA,Rodoviária Convencional
GUARARAPES,VALPARAÍSO,8824A,VAT  VIACAO ADAMANTINA DE TRANSPORTES LTDA ,ARACATUBA - MIRANDOPOLIS,Semiurbana
GUARAREMA,JACAREÍ,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
GUARAREMA,JACAREÍ,8012A,VIAÇÃO JACAREI LTDA,JACAREI - SANTA ISABEL,Semiurbana
GUARAREMA,JACAREÍ,8015A,VIAÇÃO JACAREI LTDA,MOGI DAS CRUZES - JACAREI,Semiurbana
GUARAREMA,JACAREÍ,8015B,VIAÇÃO JACAREI LTDA,MOGI DAS CRUZES - JACAREI,Semiurbana
GUARAREMA,MOGI DAS CRUZES,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
