CIDADE_INI,CIDADE_FIM,N_AUTOS,EMPRESA,DESCRICAO,CARACTERISTICA
GUARAREMA,MOGI DAS CRUZES,8015A,VIAÇÃO JACAREI LTDA,MOGI DAS CRUZES - JACAREI,Semiurbana
GUARAREMA,MOGI DAS CRUZES,8015B,VIAÇÃO JACAREI LTDA,MOGI DAS CRUZES - JACAREI,Semiurbana
GUARAREMA,PRAIA GRANDE,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
GUARAREMA,RIBEIRÃO PIRES,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
GUARAREMA,SANTA ISABEL,8012A,VIAÇÃO JACAREI LTDA,JACAREI - SANTA ISABEL,Semiurbana
GUARAREMA,SANTOS,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
GUARAREMA,SÃO BERNARDO DO CAMPO,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
GUARAREMA,SÃO JOSÉ DOS CAMPOS,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
GUARAREMA,SÃO VICENTE,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
GUARAREMA,SUZANO,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
GUARAREMA,TAUBATÉ,9541A,VIAÇÃO COMETA S/A,SAO BERNARDO DO CAMPO - APARECIDA,Rodoviária Litorânea
GUARATINGUETÁ,GUARULHOS,4430A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CRUZEIRO,Rodoviária Convencional
GUARATINGUETÁ,SÃO PAULO,4429A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - GUARATINGUETA,Rodoviária Convencional
GUARATINGUETÁ,SÃO PAULO,4430A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CRUZEIRO,Rodoviária Convencional
GUARATINGUETÁ,SÃO PAULO,4435A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,PIQUETE - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
GUARATINGUETÁ,SÃO PAULO,8675A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - BANANAL,Rodoviária Convencional
GUARATINGUETÁ,SÃO PAULO,9324A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CRUZEIRO,Rodoviária Convencional
GUARATINGUETÁ,SÃO PAULO,9669A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - GUARATINGUETA,Rodoviária Convencional
GUARATINGUETÁ,SÃO PAULO,4443A,VIAÇÃO COMETA S/A,SÃO PAULO (T.TIÊTE) - LORENA,Rodoviária Convencional
GUARATINGUETÁ,SÃO PAULO,4443B,VIAÇÃO COMETA S/A,SÃO PAULO (T.TIÊTE) - LORENA,Rodoviária Convencional
GUAREÍ,ITAPETININGA,4597A,TRANSPORTADORA SÃO PEDRO LTDA,ITAPETININGA - GUAREI,Rodoviária Convencional
GUAREÍ,QUADRA,7947A,TRANSPORTADORA SÃO PEDRO LTDA,GUAREI - QUADRA,Rodoviária Convencional
GUARIBA,JABOTICABAL,0091A,VIAÇÃO PARATY LTDA,JABOTICABAL - GUARIBA,Semiurbana
GUARIBA,JABOTICABAL,0093A,VIAÇÃO PARATY LTDA,JABOTICABAL - GUARIBA,Semiurbana
GUARIBA,PRADÓPOLIS,6319A,TRANSPORTADORA TURÍSTICA PETITTO LTDA,GUARIBA - RIBEIRAO PRETO,Semiurbana
GUARIBA,PRADÓPOLIS,6319B,TRANSPORTADORA TURÍSTICA PETITTO LTDA,GUARIBA - RIBEIRAO PRETO,Semiurbana
GUARIBA,RIBEIRÃO PRETO,6319A,TRANSPORTADORA TURÍSTICA PETITTO LTDA,GUARIBA - RIBEIRAO PRETO,Semiurbana
GUARIBA,RIBEIRÃO PRETO,6319B,TRANSPORTADORA TURÍSTICA PETITTO LTDA,GUARIBA - RIBEIRAO PRETO,Semiurbana
GUARUJÁ,RIBEIRÃO PIRES,8065A,VIAÇÃO COMETA S/A,RIBEIRAO PIRES - GUARUJA,Rodoviária Litorânea
GUARUJÁ,SANTOS,8302A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SANTOS - CARAGUATATUBA(Rodoviária),Rodoviária Litorânea
GUARUJÁ,SÃO PAULO,8566A,ULTRA S/A - TRANSPORTES INTERURBANOS,SAO PAULO(T.JABAQUARA) - GUARUJA(TERM.RODOVIARIO),Rodoviária Litorânea
GUARUJÁ,SÃO PAULO,9296A,ULTRA S/A - TRANSPORTES INTERURBANOS,SAO PAULO(T.JABAQUARA) - GUARUJA,Rodoviária Litorânea
GUARUJÁ,SÃO PAULO,7859A,VIAÇÃO RAPIDO BRASIL S/A,SAO PAULO(T.JABAQUARA) - GUARUJA,Rodoviária Litorânea
GUARUJÁ,SÃO SEBASTIÃO,8302A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SANTOS - CARAGUATATUBA(Rodoviária),Rodoviária Litorânea
GUARULHOS,HORTOLÂNDIA,0990A,VB TRANSPORTES E TURISMO LTDA,CAMPINAS - GUARULHOS(AER.INT.CUMBICA,Rodoviária Convencional
GUARULHOS,ILHABELA,9064A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - ILHA BELA,Rodoviária Litorânea
GUARULHOS,JACAREÍ,4433A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,GUARULHOS(AER.INT.CUMBICA - SAO JOSE DOS CAMPOS,Rodoviária Convencional
GUARULHOS,JACAREÍ,4433E,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,GUARULHOS(AER.INT.CUMBICA - SAO JOSE DOS CAMPOS,Rodoviário Executivo
GUARULHOS,MONTE MOR,0990A,VB TRANSPORTES E TURISMO LTDA,CAMPINAS - GUARULHOS(AER.INT.CUMBICA,Rodoviária Convencional
GUARULHOS,NAZARÉ PAULISTA,5575A,VIAÇÃO ATIBAIA SÃO PAULO LTDA,GUARULHOS - NAZARE PAULISTA,Semiurbana
GUARULHOS,PARAIBUNA,4302A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - SAO SEBASTIAO,Rodoviária Litorânea
GUARULHOS,PARAIBUNA,4303A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - UBATUBA,Rodoviária Litorânea
GUARULHOS,PARDINHO,6991A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUARULHOS,PARDINHO,6991L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUARULHOS,PRAIA GRANDE,8633A,VIAÇÃO COMETA S/A,TERM.ROD.GUARULHOS - PR. GRANDE(TUDE BASTOS),Rodoviária Litorânea
GUARULHOS,PRAIA GRANDE,8633B,VIAÇÃO COMETA S/A,GUARULHOS(AER.INT.CUMBICA - PR. GRANDE(TUDE BASTOS),Rodoviária Litorânea
GUARULHOS,PRAIA GRANDE,8633E,VIAÇÃO COMETA S/A,TERM.ROD.GUARULHOS - PR. GRANDE(TUDE BASTOS),Rodoviário Executivo
GUARULHOS,PRESIDENTE PRUDENTE,6991A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUARULHOS,PRESIDENTE PRUDENTE,6991L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUARULHOS,RAFARD,0990A,VB TRANSPORTES E TURISMO LTDA,CAMPINAS - GUARULHOS(AER.INT.CUMBICA,Rodoviária Convencional
GUARULHOS,SANTA CRUZ DO RIO PARDO,6991A,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUARULHOS,SANTA CRUZ DO RIO PARDO,6991L,EMPRESA DE TRANSPORTES ANDORINHA S/A,PRESIDENTE PRUDENTE - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUARULHOS,SANTOS,8633A,VIAÇÃO COMETA S/A,TERM.ROD.GUARULHOS - PR. GRANDE(TUDE BASTOS),Rodoviária Litorânea
GUARULHOS,SANTOS,8633B,VIAÇÃO COMETA S/A,GUARULHOS(AER.INT.CUMBICA - PR. GRANDE(TUDE BASTOS),Rodoviária Litorânea
GUARULHOS,SANTOS,8633C,VIAÇÃO COMETA S/A,GUARULHOS(AER.INT.CUMBICA - SANTOS(T.MARIT.PASSAGEIROS),Rodoviário Executivo
GUARULHOS,SANTOS,8633E,VIAÇÃO COMETA S/A,TERM.ROD.GUARULHOS - PR. GRANDE(TUDE BASTOS),Rodoviário Executivo
GUARULHOS,SÃO JOSÉ DOS CAMPOS,4430A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CRUZEIRO,Rodoviária Convencional
GUARULHOS,SÃO JOSÉ DOS CAMPOS,4433A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,GUARULHOS(AER.INT.CUMBICA - SAO JOSE DOS CAMPOS,Rodoviária Convencional
GUARULHOS,SÃO JOSÉ DOS CAMPOS,4433E,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,GUARULHOS(AER.INT.CUMBICA - SAO JOSE DOS CAMPOS,Rodoviário Executivo
GUARULHOS,SÃO JOSÉ DOS CAMPOS,5882A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CAMPOS DO JORDAO,Rodoviária Convencional
GUARULHOS,SÃO SEBASTIÃO,4302A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - SAO SEBASTIAO,Rodoviária Litorânea
GUARULHOS,SÃO SEBASTIÃO,9064A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - ILHA BELA,Rodoviária Litorânea
GUARULHOS,SÃO VICENTE,8633A,VIAÇÃO COMETA S/A,TERM.ROD.GUARULHOS - PR. GRANDE(TUDE BASTOS),Rodoviária Litorânea
GUARULHOS,SÃO VICENTE,8633B,VIAÇÃO COMETA S/A,GUARULHOS(AER.INT.CUMBICA - PR. GRANDE(TUDE BASTOS),Rodoviária Litorânea
GUARULHOS,SÃO VICENTE,8633E,VIAÇÃO COMETA S/A,TERM.ROD.GUARULHOS - PR. GRANDE(TUDE BASTOS),Rodoviário Executivo
GUARULHOS,SOROCABA,8523B,VIAÇÃO COMETA S/A,GUARULHOS - SOROCABA,Rodoviária Convencional
GUARULHOS,SOROCABA,8523E,VIAÇÃO COMETA S/A,TERM.ROD.GUARULHOS - SOROCABA,Rodoviário Executivo
GUARULHOS,TAUBATÉ,4430A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - CRUZEIRO,Rodoviária Convencional
GUARULHOS,UBATUBA,4303A,EMPRESA DE ÔNIBUS PASSARO MARRON S/A,SÃO PAULO (T.TIÊTE) - UBATUBA,Rodoviária Litorânea
GUATAPARÁ,LUÍS ANTÔNIO,6310A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - RINCAO,Semiurbana
GUATAPARÁ,LUÍS ANTÔNIO,5847A,VIAÇÃO PIRACICABANA S/A,RIBEIRAO PRETO - ARARAQUARA,Rodoviária Convencional
GUATAPARÁ,LUÍS ANTÔNIO,5850A,VIAÇÃO PIRACICABANA S/A,SAO CARLOS - RIBEIRAO PRETO,Rodoviária Convencional
GUATAPARÁ,RIBEIRÃO PRETO,6310A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - RINCAO,Semiurbana
GUATAPARÁ,RIBEIRÃO PRETO,5847A,VIAÇÃO PIRACICABANA S/A,RIBEIRAO PRETO - ARARAQUARA,Rodoviária Convencional
GUATAPARÁ,RIBEIRÃO PRETO,5850A,VIAÇÃO PIRACICABANA S/A,SAO CARLOS - RIBEIRAO PRETO,Rodoviária Convencional
GUATAPARÁ,RINCÃO,6310A,RAPIDO D OESTE LTDA,RIBEIRAO PRETO - RINCAO,Semiurbana
GUATAPARÁ,RINCÃO,5847A,VIAÇÃO PIRACICABANA S/A,RIBEIRAO PRETO - ARARAQUARA,Rodoviária Convencional
GUATAPARÁ,RINCÃO,5850A,VIAÇÃO PIRACICABANA S/A,SAO CARLOS - RIBEIRAO PRETO,Rodoviária Convencional
GUATAPARÁ,SÃO CARLOS,5850A,VIAÇÃO PIRACICABANA S/A,SAO CARLOS - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,ILHA SOLTEIRA,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,ILHA SOLTEIRA,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,ILHA SOLTEIRA,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,ILHA SOLTEIRA,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GUZOLÂNDIA,JUNDIAÍ,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,JUNDIAÍ,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,LIMEIRA,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,LIMEIRA,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,MAGDA,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,MAGDA,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,MAGDA,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,MAGDA,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GUZOLÂNDIA,MIRASSOL,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,MIRASSOL,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,MIRASSOL,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,MIRASSOL,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GUZOLÂNDIA,MONTE APRAZÍVEL,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,MONTE APRAZÍVEL,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,MONTE APRAZÍVEL,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,MONTE APRAZÍVEL,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GUZOLÂNDIA,NEVES PAULISTA,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,NEVES PAULISTA,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GUZOLÂNDIA,NHANDEARA,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,NHANDEARA,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,NHANDEARA,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,NHANDEARA,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GUZOLÂNDIA,OLÍMPIA,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,PEREIRA BARRETO,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,PEREIRA BARRETO,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,PEREIRA BARRETO,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,PEREIRA BARRETO,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GUZOLÂNDIA,POLONI,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,POLONI,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,POLONI,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,POLONI,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GUZOLÂNDIA,RIBEIRÃO PRETO,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,RIO CLARO,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,RIO CLARO,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,SÃO CARLOS,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,SÃO CARLOS,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,SÃO JOSÉ DO RIO PRETO,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,SÃO JOSÉ DO RIO PRETO,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
GUZOLÂNDIA,SÃO PAULO,5806A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
GUZOLÂNDIA,SÃO PAULO,5806L,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
GUZOLÂNDIA,SUD MENNUCCI,7832A,EXPRESSO ITAMARATI S/A,ILHA SOLTEIRA - RIBEIRAO PRETO,Rodoviária Convencional
GUZOLÂNDIA,SUD MENNUCCI,0935A,EXPRESSO ITAMARATI S/A,SAO JOSE DO RIO PRETO - ILHA SOLTEIRA,Rodoviária Convencional
HERCULÂNDIA,IACRI,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,INÚBIA PAULISTA,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,IRAPURU,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,JUNQUEIRÓPOLIS,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,LINS,6552A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - TUPA,Rodoviária Convencional
HERCULÂNDIA,LUCÉLIA,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,MARÍLIA,8673A,EMPRESA PRINCESA DO NORTE S/A,MARILIA - TUPA,Semiurbana
HERCULÂNDIA,MARÍLIA,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,MARÍLIA,7141A,GUERINO SEISCENTO TRANSPORTES S/A,MARILIA - POMPEIA,Semiurbana
HERCULÂNDIA,MARTINÓPOLIS,7141A,GUERINO SEISCENTO TRANSPORTES S/A,MARILIA - POMPEIA,Semiurbana
HERCULÂNDIA,ORIENTE,8673A,EMPRESA PRINCESA DO NORTE S/A,MARILIA - TUPA,Semiurbana
HERCULÂNDIA,ORIENTE,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,ORIENTE,7141A,GUERINO SEISCENTO TRANSPORTES S/A,MARILIA - POMPEIA,Semiurbana
HERCULÂNDIA,OSVALDO CRUZ,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,OSVALDO CRUZ,7141A,GUERINO SEISCENTO TRANSPORTES S/A,MARILIA - POMPEIA,Semiurbana
HERCULÂNDIA,PACAEMBU,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,PARAPUÃ,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,PARAPUÃ,7141A,GUERINO SEISCENTO TRANSPORTES S/A,MARILIA - POMPEIA,Semiurbana
HERCULÂNDIA,POMPÉIA,8673A,EMPRESA PRINCESA DO NORTE S/A,MARILIA - TUPA,Semiurbana
HERCULÂNDIA,POMPÉIA,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,POMPÉIA,7141A,GUERINO SEISCENTO TRANSPORTES S/A,MARILIA - POMPEIA,Semiurbana
HERCULÂNDIA,PRESIDENTE PRUDENTE,7141A,GUERINO SEISCENTO TRANSPORTES S/A,MARILIA - POMPEIA,Semiurbana
HERCULÂNDIA,QUEIROZ,6552A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - TUPA,Rodoviária Convencional
HERCULÂNDIA,QUINTANA,8673A,EMPRESA PRINCESA DO NORTE S/A,MARILIA - TUPA,Semiurbana
HERCULÂNDIA,QUINTANA,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,QUINTANA,7141A,GUERINO SEISCENTO TRANSPORTES S/A,MARILIA - POMPEIA,Semiurbana
HERCULÂNDIA,SÃO PAULO,6986A,VIAÇÃO PIRACICABANA S/A,TUPA - SÃO PAULO(BARRA FUNDA),Rodoviária Convencional
HERCULÂNDIA,SÃO PAULO,6986E,VIAÇÃO PIRACICABANA S/A,TUPA - SÃO PAULO(BARRA FUNDA),Rodoviário Executivo
HERCULÂNDIA,SÃO PAULO,6986L,VIAÇÃO PIRACICABANA S/A,TUPA - SÃO PAULO(BARRA FUNDA),Rodoviário Leito
HERCULÂNDIA,TUPÃ,8673A,EMPRESA PRINCESA DO NORTE S/A,MARILIA - TUPA,Semiurbana
HERCULÂNDIA,TUPÃ,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HERCULÂNDIA,TUPÃ,6552A,GUERINO SEISCENTO TRANSPORTES S/A,LINS - TUPA,Rodoviária Convencional
HERCULÂNDIA,TUPÃ,7141A,GUERINO SEISCENTO TRANSPORTES S/A,MARILIA - POMPEIA,Semiurbana
HERCULÂNDIA,TUPI PAULISTA,4801A,EXPRESSO ADAMANTINA LTDA,MARILIA - DRACENA,Rodoviária Convencional
HOLAMBRA,SÃO PAULO,9709B,VB TRANSPORTES E TURISMO LTDA,HOLAMBRA - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
HORTOLÂNDIA,MONTE MOR,0990A,VB TRANSPORTES E TURISMO LTDA,CAMPINAS - GUARULHOS(AER.INT.CUMBICA,Rodoviária Convencional
HORTOLÂNDIA,RAFARD,0990A,VB TRANSPORTES E TURISMO LTDA,CAMPINAS - GUARULHOS(AER.INT.CUMBICA,Rodoviária Convencional
HORTOLÂNDIA,SÃO PAULO,9689B,AUTO VIAÇÃO OURO VERDE LTDA,SUMARE(CENTRO) - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
HORTOLÂNDIA,SÃO PAULO,9690A,RAPIDO SUMARE LTDA,SUMARE(CENTRO) - SÃO PAULO (T.TIÊTE),Rodoviária Convencional
HORTOLÂNDIA,SÃO PAULO,0990A,VB TRANSPORTES E TURISMO LTDA,CAMPINAS - GUARULHOS(AER.INT.CUMBICA,Rodoviária Convencional
IACANGA,IBITINGA,3334A,RODOVIÁRIO IBITINGUENSE LTDA,BAURU - RIBEIRAO PRETO,Rodoviária Convencional
IACANGA,IBITINGA,5845A,VIAÇÃO PIRACICABANA S/A,OSASCO - REGINOPOLIS,Rodoviária Convencional
IACANGA,ITÁPOLIS,3334A,RODOVIÁRIO IBITINGUENSE LTDA,BAURU - RIBEIRAO PRETO,Rodoviária Convencional
IACANGA,JABOTICABAL,3334A,RODOVIÁRIO IBITINGUENSE LTDA,BAURU - RIBEIRAO PRETO,Rodoviária Convencional
IACANGA,OSASCO,5845A,VIAÇÃO PIRACICABANA S/A,OSASCO - REGINOPOLIS,Rodoviária Convencional
IACANGA,REGINÓPOLIS,7496A,RODOVIÁRIO IBITINGUENSE LTDA,BAURU - REGINOPOLIS,Semiurbana
IACANGA,REGINÓPOLIS,5845A,VIAÇÃO PIRACICABANA S/A,OSASCO - REGINOPOLIS,Rodoviária Convencional
IACANGA,RIBEIRÃO PRETO,3334A,RODOVIÁRIO IBITINGUENSE LTDA,BAURU - RIBEIRAO PRETO,Rodoviária Convencional
IACANGA,RIO CLARO,5845A,VIAÇÃO PIRACICABANA S/A,OSASCO - REGINOPOLIS,Rodoviária Convencional
