n° Autos;Iti;Permissionária;TC;Denominação da Linha;Característica;Situação
9028;A;RAPIDO LUXO CAMPINAS LTDA;1;CABREUVA - ITUPEVA;Semiurbana;Ativa
9033;A;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - CABREUVA;Semiurbana;Ativa
9037;A;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - CABREUVA;Semiurbana;Ativa
9038;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;ITAPETININGA - ANGATUBA;Semiurbana;Ativa
9039;A;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;ANDRADINA - RIBEIRAO PRETO;Rodoviária Convencional;Ativa
9043;A;RAPIDO LUXO CAMPINAS LTDA;1;TATUI - QUADRA;Rodoviária Convencional;Ativa
9043;B;PORTO DE REGISTRO TRANSPORTES LTDA;5;SETE BARRAS - REGISTRO;Semiurbana;Ativa
9043;C;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - PRESIDENTE BERNARDES;Semiurbana;Ativa
9045;A;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - EMILIANOPOLIS;Semiurbana;Ativa
9046;A;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;RIBEIRAO BRANCO - ITAPEVA;Semiurbana;Ativa
9047;A;VIAÇÃO VALE DO TIETE LTDA;2;SÃO PAULO(BARRA FUNDA) - LARANJAL PAULISTA;Rodoviária Convencional;Ativa
9064;A;VIAÇÃO VALE DO TIETE LTDA;2;TIETE - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9080;A;TRANSRAPIDO SÃO FRANCISCO LTDA;4;VOTUPORANGA - NHANDEARA;Rodoviária Convencional;Ativa
9082;A;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - CARAGUATATUBA;Rodoviária Litorânea;Ativa
9084;A;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SANTOS - CARAGUATATUBA(Rodoviária);Rodoviária Litorânea;Ativa
9084;L;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;BERTIOGA - S.SEBASTIAO(BOISSUCANGA);Semiurbana Litorânea;Ativa
9098;A;VIAÇÃO LUWASA LTDA;4;PINDORAMA - CATANDUVA;Semiurbana;Ativa
9099;A;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - TAUBATE;Rodoviária Convencional;Ativa
9104;A;VIAÇÃO PIRACICABANA S/A;3;ARARAQUARA - IBITINGA;Rodoviária Convencional;Ativa
9107;A;VIAÇÃO PIRACICABANA S/A;3;ARARAQUARA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
9108;A;VIAÇÃO PIRACICABANA S/A;3;ARARAQUARA - SÃO PAULO (T.TIÊTE);Rodoviário Executivo;Ativa
9109;A;LIMA & LIMA LTDA;1;LEME - SANTA CRUZ CONCEICAO;Semiurbana;Ativa
9117;A;VIAÇÃO PIRACICABANA S/A;3;PANORAMA - BAURU;Rodoviária Convencional;Ativa
9131;A;VIAÇÃO PIRACICABANA S/A;3;PANORAMA - BAURU;Rodoviário Executivo;Ativa
9133;A;VIAÇÃO PIRACICABANA S/A;3;RINOPOLIS - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9133;B;VIAÇÃO PIRACICABANA S/A;3;RINOPOLIS - SÃO PAULO(BARRA FUNDA);Rodoviário Executivo;Ativa
9150;A;VIAÇÃO PIRACICABANA S/A;3;ADAMANTINA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9189;A;VIAÇÃO PIRACICABANA S/A;3;ADAMANTINA - SÃO PAULO(BARRA FUNDA);Rodoviário Executivo;Ativa
9191;A;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;DRACENA - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9196;A;VIAÇÃO SANTA CRUZ LTDA;1;SAO JOAO DA BOA VISTA - CAMPINAS;Rodoviária Convencional;Ativa
9197;A;VIAÇÃO GUAXUPE LTDA;1;SAO JOAO DA BOA VISTA - VARGEM GRANDE DO SUL;Rodoviária Convencional;Ativa
9198;A;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;CONCHAL - ARARAS;Rodoviária Convencional;Ativa
9199;A;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;MOJI MIRIM - ARARAS;Rodoviária Convencional;Ativa
9200;A;VIASOL TRANSPORTES RODOVIÁRIOS LTDA.;1;MOJI MIRIM - CONCHAL;Rodoviária Convencional;Ativa
9201;A;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - SANTA ROSA DO VITERBO;Rodoviária Convencional;Ativa
9207;A;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - SAO SIMAO;Semiurbana;Ativa
9228;A;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - SAO SIMAO;Semiurbana;Ativa
9229;A;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - CRAVINHOS;Semiurbana;Ativa
9230;A;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - CRAVINHOS;Semiurbana;Ativa
9230;E;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;LINS - PENAPOLIS;Semiurbana;Ativa
9246;A;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;BAURU - PIRAJUI;Semiurbana;Ativa
9249;A;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;BAURU - LINS;Semiurbana;Ativa
9251;A;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;CAFELANDIA - LINS;Semiurbana;Ativa
9251;B;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;LINS - ARACATUBA;Semiurbana;Ativa
9251;C;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;PENAPOLIS - ARACATUBA;Semiurbana;Ativa
9251;D;VB TRANSPORTES E TURISMO LTDA;1;RIO CLARO - ITIRAPINA;Semiurbana;Ativa
9251;E;VB TRANSPORTES E TURISMO LTDA;1;RIO CLARO - CORUMBATAI;Semiurbana;Ativa
9253;A;VIAÇÃO SANTA CRUZ LTDA;1;SÃO PAULO (T.TIÊTE) - CASA BRANCA;Rodoviária Convencional;Ativa
9253;E;TRANSRAPIDO SÃO FRANCISCO LTDA;4;ALVARES FLORENCE - VOTUPORANGA;Rodoviária Convencional;Ativa
9254;A;VIAÇÃO LUWASA LTDA;4;CATANDUVA - SANTA ADELIA;Semiurbana;Ativa
9281;A;RAPIDO LUXO CAMPINAS LTDA;1;ITATINGA - AVARE;Semiurbana;Ativa
9289;A;VIAÇÃO PIRACICABANA S/A;3;BAURU - DUARTINA;Semiurbana;Ativa
9290;A;VIAÇÃO PIRACICABANA S/A;3;BAURU - MARILIA;Semiurbana;Ativa
9291;A;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - BARRETOS;Rodoviária Convencional;Ativa
9294;A;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;ARACATUBA - ANDRADINA;Rodoviária Convencional;Ativa
9296;A;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;SÃO PAULO(BARRA FUNDA) - GUAIMBE;Rodoviária Convencional;Ativa
9297;A;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9297;B;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9323;A;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9324;A;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9325;A;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9327;A;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9336;A;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9336;E;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9353;B;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9353;E;RAPIDO LUXO CAMPINAS LTDA;1;JUNDIAI - VARZEA PAULISTA;Semiurbana;Ativa
9384;A;JANDAIA TRANSPORTES E TURISMO LTDA;3;ADAMANTINA - MARIAPOLIS;Semiurbana;Ativa
9385;A;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - REGENTE FEIJO;Semiurbana;Ativa
9389;A;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - REGENTE FEIJO;Semiurbana;Ativa
9412;A;EXPRESSO ITAMARATI S/A;4;SANTA FE DO SUL - CAMPINAS;Rodoviária Convencional;Ativa
9412;E;EXPRESSO ITAMARATI S/A;4;SANTA FE DO SUL - CAMPINAS;Rodoviária Convencional;Ativa
9413;A;VB TRANSPORTES E TURISMO LTDA;1;CAMPINAS(AEROP.VIRACOPOS) - JUNDIAI;Semiurbana;Ativa
9413;B;EMPRESA PRINCESA DO NORTE S/A;3;OURINHOS - SOROCABA;Rodoviária Convencional;Ativa
9414;A;VIAÇÃO LUWASA LTDA;4;PARQUE DAS AMÉRICAS - SAO JOSE DO RIO PRETO;Semiurbana;Ativa
9416;A;VIAÇÃO DANUBIO AZUL LTDA;1;BARRETOS - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
9417;A;VIAÇÃO DANUBIO AZUL LTDA;1;BARRETOS - SÃO PAULO (T.TIÊTE);Rodoviário Executivo;Ativa
9417;B;VB TRANSPORTES E TURISMO LTDA;1;CAMPINAS - JUNDIAI;Rodoviária Convencional;Ativa
9421;A;PLENA TRANSPORTES LTDA ME;4;BARIRI - JAU;Rodoviária Convencional;Ativa
9430;A;EMPRESA PRINCESA DO NORTE S/A;3;AVARE - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9440;A;VIAÇÃO SANTA CRUZ LTDA;1;SÃO PAULO (T.TIÊTE) - SAO JOSE DO RIO PARDO;Rodoviária Convencional;Ativa
9465;A;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;ANDRADINA - CAMPINAS;Rodoviária Convencional;Ativa
9465;B;EMPRESAS REUNIDAS PAULISTA DE TRANSPORTES LTDA;3;ANDRADINA - CAMPINAS;Rodoviário Executivo;Ativa
9465;C;VIAÇÃO PIRACICABANA S/A;3;MARILIA - CAMPINAS;Rodoviária Convencional;Ativa
9465;D;VIAÇÃO PIRACICABANA S/A;3;MARILIA - AMERICANA;Rodoviária Convencional;Ativa
9466;A;VIAÇÃO PIRACICABANA S/A;3;MARILIA - CAMPINAS;Rodoviário Executivo;Ativa
9494;A;VIAÇÃO PIRACICABANA S/A;3;BAURU - AGUDOS;Semiurbana;Ativa
9496;A;VIAÇÃO PIRACICABANA S/A;3;BAURU - AREIOPOLIS;Semiurbana;Ativa
9534;A;VIAÇÃO PIRACICABANA S/A;3;BAURU - LENCOIS PAULISTA;Semiurbana;Ativa
9535;A;VIAÇÃO PIRACICABANA S/A;3;AGUDOS - BOREBI;Semiurbana;Ativa
9539;A;VIAÇÃO PIRACICABANA S/A;3;LENCOIS PAULISTA - MACATUBA;Semiurbana;Ativa
9541;A;VIAÇÃO PIRACICABANA S/A;3;BAURU - BOTUCATU;Rodoviária Convencional;Ativa
9552;A;VIAÇÃO PIRACICABANA S/A;3;BOTUCATU - SAO MANUEL;Semiurbana;Ativa
9562;A;VIAÇÃO PIRACICABANA S/A;3;BOTUCATU - AREIOPOLIS;Semiurbana;Ativa
9608;A;VIAÇÃO COMETA S/A;5;SÃO PAULO(BARRA FUNDA) - SOROCABA;Rodoviária Convencional;Ativa
9639;A;VIAÇÃO COMETA S/A;5;GUARULHOS - SOROCABA;Rodoviária Convencional;Ativa
9640;A;AUTO VIAÇÃO OURINHOS ASSIS LTDA;3;PALMITAL - ASSIS;Rodoviária Convencional;Ativa
9644;A;AUTO VIAÇÃO OURINHOS ASSIS LTDA;3;OURINHOS - SALTO GRANDE;Semiurbana;Ativa
9667;A;AUTO VIAÇÃO OURINHOS ASSIS LTDA;3;OURINHOS - ASSIS;Rodoviária Convencional;Ativa
9668;A;VIAÇÃO COMETA S/A;5;SÃO PAULO(BARRA FUNDA) - SAO ROQUE;Rodoviária Convencional;Ativa
9669;A;VIAÇÃO COMETA S/A;5;SÃO PAULO(BARRA FUNDA) - ITAPETININGA;Rodoviária Convencional;Ativa
9671;A;VIAÇÃO COMETA S/A;5;SÃO PAULO(BARRA FUNDA) - SOROCABA;Rodoviária Convencional;Ativa
9676;A;VIAÇÃO COMETA S/A;5;SÃO PAULO(BARRA FUNDA) - ITAPETININGA;Rodoviária Convencional;Ativa
9689;A;VB TRANSPORTES E TURISMO LTDA;1;PIRACICABA - RIO CLARO;Semiurbana;Ativa
9690;A;VIAÇÃO SANTA CRUZ LTDA;1;JAU - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9706;A;VIAÇÃO SANTA CRUZ LTDA;1;SAO MANUEL - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9707;A;VIAÇÃO SANTA CRUZ LTDA;1;BOTUCATU - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9708;A;VIAÇÃO SANTA CRUZ LTDA;1;JAU - SAO BERNARDO DO CAMPO;Rodoviária Convencional;Ativa
9709;A;VIAÇÃO SANTA CRUZ LTDA;1;BOFETE - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9720;A;VIAÇÃO SANTA CRUZ LTDA;1;SAO MANUEL - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9721;A;VIAÇÃO SANTA CRUZ LTDA;1;SAO MANUEL - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9721;B;PLENA TRANSPORTES LTDA ME;4;IGARACU DO TIETE - JAU;Rodoviária Convencional;Ativa
9722;A;PLENA TRANSPORTES LTDA ME;4;BARRA BONITA - JAU;Rodoviária Convencional;Ativa
9723;A;RAPIDO LUXO CAMPINAS LTDA;1;AVARE - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
9724;A;RAPIDO LUXO CAMPINAS LTDA;1;ITATINGA - BOFETE;Rodoviária Convencional;Ativa
9725;A;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;ANDRADINA - PRESIDENTE EPITACIO;Rodoviária Convencional;Ativa
9727;A;VIAÇÃO PARATY LTDA;4;SAO CARLOS - IBATE;Rodoviária Convencional;Ativa
9735;A;VIAÇÃO PARATY LTDA;4;SAO CARLOS - IBATE;Semiurbana;Ativa
;;VIAÇÃO PARATY LTDA;4;SAO CARLOS - IBATE;Semiurbana;Ativa
;;VIAÇÃO PARATY LTDA;4;SAO CARLOS - IBATE;Semiurbana;Ativa
;;VIAÇÃO PARATY LTDA;4;SAO CARLOS - IBATE;Semiurbana;Ativa
;;ULTRA S/A - TRANSPORTES INTERURBANOS;5;SAO PAULO(T.JABAQUARA) - GUARUJA(TERM.RODOVIARIO);Rodoviária Litorânea;Ativa
;;TRANSPORTADORA TURÍSTICA PETITTO LTDA;1;PRADOPOLIS - RIBEIRAO PRETO;Semiurbana;Ativa
;;TRANSPORTADORA TURÍSTICA PETITTO LTDA;1;PRADOPOLIS - RIBEIRAO PRETO;Semiurbana;Ativa
;;TRANSPORTADORA TURÍSTICA PETITTO LTDA;1;DUMONT - RIBEIRAO PRETO;Semiurbana;Ativa
;;TRANSPORTADORA TURÍSTICA PETITTO LTDA;1;DUMONT - RIBEIRAO PRETO;Semiurbana;Ativa
;;GUERINO SEISCENTO TRANSPORTES S/A;3;ARACATUBA - BIRIGUI;Semiurbana;Ativa
;;VIAÇÃO PARATY LTDA;4;ARARAQUARA - NOVA EUROPA;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;GUAIRA - BARRETOS;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;MIGUELOPOLIS - BARRETOS;Semiurbana;Ativa
;;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;ROSANA - SANTO ANDRE;Rodoviária Convencional;Ativa
;;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;PRESIDENTE PRUDENTE - MIRANTE PARANAPANEMA;Rodoviária Convencional;Ativa
;;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;PRESIDENTE PRUDENTE - ROSANA;Rodoviária Convencional;Ativa
;;RAPIDO FENIX VIAÇÃO LTDA;1;CAMPINAS - AGUAS DE LINDOIA;Rodoviária Convencional;Ativa
;;RAPIDO FENIX VIAÇÃO LTDA;1;CAMPINAS - SERRA NEGRA;Rodoviária Convencional;Ativa
;;RAPIDO FENIX VIAÇÃO LTDA;1;CAMPINAS - AMPARO;Rodoviária Convencional;Ativa
;;VIAÇÃO COMETA S/A;5;TERM.ROD.GUARULHOS - PR. GRANDE(TUDE BASTOS);Rodoviária Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;TERM.ROD.GUARULHOS - SANTOS;Rodoviária Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;GUARULHOS(AER.INT.CUMBICA - SANTOS(PONTA DA PRAIA);Rodoviária Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;GUARULHOS(AER.INT.CUMBICA - PR. GRANDE(TUDE BASTOS);Rodoviária Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;TERM.ROD.GUARULHOS - PR. GRANDE(TUDE BASTOS);Rodoviária Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;GUARULHOS(AER.INT.CUMBICA - SANTOS(PONTA DA PRAIA);Rodoviária Litorânea;Ativa
;;VIAÇÃO COMETA S/A;5;GUARULHOS(AER.INT.CUMBICA - SANTOS(T.MARIT.PASSAGEIROS);Rodoviário Executivo;Ativa
;;VIAÇÃO COMETA S/A;5;TERM.ROD.GUARULHOS - PR. GRANDE(TUDE BASTOS);Rodoviário Executivo;Ativa
;;CRISTALENSE TRANSPORTES E TURISMO LTDA;1;FRANCA - RESTINGA;Semiurbana;Ativa
;;EXPRESSO ADAMANTINA LTDA;3;TUPA - BASTOS;Semiurbana;Ativa
;;EXPRESSO ADAMANTINA LTDA;3;TUPA - BASTOS;Semiurbana;Ativa
;;EMPRESA PRINCESA DO NORTE S/A;3;MARILIA - TUPA;Semiurbana;Ativa
;;EMPRESA PRINCESA DO NORTE S/A;3;MARILIA - POMPEIA;Semiurbana;Ativa
;;EMPRESA PRINCESA DO NORTE S/A;3;MARILIA - QUINTANA;Semiurbana;Ativa
;;EMPRESA PRINCESA DO NORTE S/A;3;MARILIA - ORIENTE;Semiurbana;Ativa
;;EMPRESA DE ÔNIBUS PASSARO MARRON S/A;5;SÃO PAULO (T.TIÊTE) - BANANAL;Rodoviária Convencional;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;RIBEIRAO PRETO - SERTAOZINHO;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;SERTAOZINHO - BARRINHA;Semiurbana;Ativa
;;RAPIDO LINENSE LTDA;3;LINS - GUAICARA;Semiurbana;Ativa
;;RAPIDO LINENSE LTDA;3;LINS - PROMISSAO;Semiurbana;Ativa
;;VIAÇÃO PARATY LTDA;4;MATAO - TAQUARITINGA;Semiurbana;Ativa
;;TURISMAR TRANSPORTE E TURISMO LTDA;3;MARILIA - OSCAR BRESSANE;Semiurbana;Ativa
;;TURISMAR TRANSPORTE E TURISMO LTDA;3;MARILIA - PARAGUACU PAULISTA;Semiurbana;Ativa
;;TURISMAR TRANSPORTE E TURISMO LTDA;3;MARILIA - IEPE;Semiurbana;Ativa
;;AUTO VIAÇÃO OURINHOS ASSIS LTDA;3;CANDIDO MOTA - PALMITAL;Semiurbana;Ativa
;;AUTO VIAÇÃO OURINHOS ASSIS LTDA;3;OURINHOS - ASSIS;Semiurbana;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;PERUIBE - SAO BERNARDO DO CAMPO;Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;PERUIBE - SAO PAULO(T.JABAQUARA);Rodoviária Litorânea;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;MONGAGUA - SAO PAULO(T.JABAQUARA);Rodoviária Litorânea;Ativa
;;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;PRESIDENTE PRUDENTE - SANTO ANASTACIO;Semiurbana;Ativa
;;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - ALVARES MACHADO;Semiurbana;Ativa
;;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - MACAUBAL;Semiurbana;Ativa
;;EXPRESSO ITAMARATI S/A;4;SAO JOSE DO RIO PRETO - MACAUBAL;Semiurbana;Ativa
;;RAPIDO FENIX VIAÇÃO LTDA;1;SÃO PAULO (T.TIÊTE) - AGUAS DE LINDOIA;Rodoviário Executivo;Ativa
;;RAPIDO RIO PARDO TRANSPORTE E TURISMO LTDA-EPP;3;CERQUEIRA CEZAR - BERNARDINO DE CAMPOS;Semiurbana;Ativa
;;VIAÇÃO SANTA CRUZ LTDA;1;SÃO PAULO (T.TIÊTE) - VARGEM GRANDE DO SUL;Rodoviária Convencional;Ativa
;;VIAÇÃO SANTA CRUZ LTDA;1;SAO JOAO DA BOA VISTA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
;;VIAÇÃO GUAXUPE LTDA;1;SAO JOAO DA BOA VISTA - AGUAS DA PRATA;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;PEREIRA BARRETO - SUD MENUCCI;Semiurbana;Ativa
;;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - SANTA CRUZ PALMEIRAS;Rodoviária Convencional;Ativa
;;RAPIDO D OESTE LTDA;1;CASA BRANCA - CACONDE;Rodoviária Convencional;Ativa
;;RAPIDO D OESTE LTDA;1;CASA BRANCA - SAO JOSE DO RIO PARDO;Rodoviária Convencional;Ativa
;;RAPIDO D OESTE LTDA;1;ITAIQUARA - CACONDE;Rodoviária Convencional;Ativa
;;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - SANTA RITA DO P.QUATRO;Rodoviária Convencional;Ativa
;;RAPIDO D OESTE LTDA;1;RIBEIRAO PRETO - DESCALVADO;Rodoviária Convencional;Ativa
;;RODOVIÁRIO IBITINGUENSE LTDA;3;GARCA - ALVILANDIA;Semiurbana;Ativa
;;RODOVIÁRIO IBITINGUENSE LTDA;3;GARCA - UBIRAJARA;Semiurbana;Ativa
;;RODOVIÁRIO IBITINGUENSE LTDA;3;UBIRAJARA - BAURU;Semiurbana;Ativa
;;RODOVIÁRIO IBITINGUENSE LTDA;3;DUARTINA - BAURU;Semiurbana;Ativa
;;GUERINO SEISCENTO TRANSPORTES S/A;3;ASSIS - PARAGUACU PAULISTA;Semiurbana;Ativa
;;TRANSRAPIDO SÃO FRANCISCO LTDA;4;VOTUPORANGA - INDIAPORA;Rodoviária Convencional;Ativa
;;TRANSRAPIDO SÃO FRANCISCO LTDA;4;AMERICO DE CAMPOS - VOTUPORANGA;Semiurbana;Ativa
;;TRANSRAPIDO SÃO FRANCISCO LTDA;4;PONTES GESTAL - VOTUPORANGA;Rodoviária Convencional;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;ARACATUBA - MIRANDOPOLIS;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;JAU - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;JAU - CAMPINAS;Rodoviária Convencional;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;JAU - SAO BERNARDO DO CAMPO;Rodoviária Convencional;Ativa
;;EXPRESSO ITAMARATI S/A;4;ARACATUBA - JALES;Rodoviária Convencional;Ativa
;;RAPIDO FENIX VIAÇÃO LTDA;1;ITATIBA - SÃO PAULO (T.TIÊTE);Rodoviária Convencional;Ativa
;;JANDAIA TRANSPORTES E TURISMO LTDA;3;PRESIDENTE PRUDENTE - NARANDIBA;Semiurbana;Ativa
;;EMPRESA DE TRANSPORTES ANDORINHA S/A;3;PRESIDENTE PRUDENTE - SÃO PAULO(BARRA FUNDA);Rodoviária Convencional;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;PEREIRA BARRETO - ANDRADINA;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;PEREIRA BARRETO - ANDRADINA;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;ANDRADINA - CASTILHO;Semiurbana;Ativa
;;EMPRESA DE ÔNIBUS TABAPUA LTDA;4;PARQUE DAS AMÉRICAS - OLIMPIA;Semiurbana;Ativa
;;EMPRESA DE ÔNIBUS TABAPUA LTDA;4;PARQUE DAS AMÉRICAS - TABAPUA;Semiurbana;Ativa
;;EMPRESA DE ÔNIBUS ATILIO NATAL LTDA;3;OSVALDO CRUZ - SALMORAO;Semiurbana;Ativa
;;TRANSPEN-TRANSPORTE COLETIVO E ENCOMENDAS LTDA;2;SÃO PAULO(BARRA FUNDA) - APIAI;Rodoviária Convencional;Ativa
;;EMPRESA DE AUTO ÔNIBUS BOTUCATU LTDA;2;RUBIAO JUNIOR - PARDINHO;Semiurbana;Ativa
;;VIAÇÃO SÃO BENTO LTDA;1;ALTINOPOLIS - SERRANA;Rodoviária Convencional;Ativa
;;RAPIDO LUXO CAMPINAS LTDA;1;BOFETE - CONCHAS;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;BOCAINA - SAO CARLOS;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;RIBEIRAO BONITO - SAO CARLOS;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;ARARAQUARA - BOA ESPERANCA DO SUL;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;DOURADO - SAO CARLOS;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;ARARAQUARA - SAO CARLOS;Semiurbana;Ativa
;;VAT VIACAO ADAMANTINA DE TRANSPORTES LTDA;3;ARARAQUARA - DOURADO;Semiurbana;Ativa
;;GUERINO SEISCENTO TRANSPORTES S/A;3;LINS - GETULINA(MACUCOS);Semiurbana;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;PANORAMA - SAO BERNARDO DO CAMPO;Rodoviária Convencional;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;TUPI PAULISTA - SAO BERNARDO DO CAMPO;Rodoviária Convencional;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;PANORAMA - SAO BERNARDO DO CAMPO;Rodoviário Leito;Ativa
;;VIAÇÃO PIRACICABANA S/A;3;TUPI PAULISTA - SAO BERNARDO DO CAMPO;Rodoviário Leito;Ativa
;;EXPRESSO ITAMARATI S/A;4;JALES - PEREIRA BARRETO;Semiurbana;Ativa
;;VALLESUL TRANSPORTES E TURISMO LTDA;5;ILHA COMPRIDA - REGISTRO;Semiurbana Litorânea;Ativa
